,Churn,genero,tem +65,possui_parceiro,possui_dependentes,tempo_cliente_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,gasto_mensal,gasto_total,contas_diarias
3047,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque fisico,45.85,45.85,1.53
3048,0,Masculino,1,1,0,61,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,82.15,4904.85,2.74
3049,0,Feminino,1,1,0,35,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,0,Transferência bancária,102.05,3452.55,3.4
3050,1,Masculino,1,1,0,30,1,0,Fibra Opica,0,1,1,0,0,0,Mensal,1,Cheque fisico,79.65,2365.15,2.66
3051,1,Feminino,1,1,0,17,1,1,Fibra Opica,1,0,1,0,0,0,Mensal,1,Transferência bancária,85.35,1463.45,2.84
3052,1,Feminino,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensal,0,Cheque eletrônico,56.25,389.1,1.88
3054,0,Masculino,1,1,1,60,1,1,Fibra Opica,1,1,0,0,0,1,Mensal,1,Cheque eletrônico,93.25,5774.55,3.11
3055,1,Masculino,0,0,0,68,1,1,Fibra Opica,0,1,1,1,1,1,Anual,0,Cheque eletrônico,108.45,7176.55,3.62
3056,0,Feminino,0,1,0,52,0,0,DSL,1,1,1,1,1,1,Bienal,0,Cartão de crédito,66.25,3330.1,2.21
3057,1,Feminino,0,1,1,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,20.5,20.5,0.68
3058,0,Feminino,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque fisico,51.0,286.8,1.7
3059,0,Feminino,0,0,0,6,0,0,DSL,0,0,0,0,1,1,Mensal,0,Cartão de crédito,45.0,298.7,1.5
3061,0,Feminino,0,0,1,1,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,89.35,89.35,2.98
3062,0,Feminino,0,0,0,66,1,1,Fibra Opica,0,1,0,0,1,0,Anual,1,Transferência bancária,88.9,6000.1,2.96
3063,1,Masculino,0,0,0,1,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,74.35,74.35,2.48
3064,0,Masculino,0,1,1,72,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,19.95,1322.85,0.66
3065,1,Feminino,0,0,0,8,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Transferência bancária,80.1,679.3,2.67
3066,0,Masculino,0,1,1,24,1,1,DSL,1,0,0,1,1,1,Mensal,0,Transferência bancária,81.0,1923.85,2.7
3067,0,Masculino,0,1,0,8,1,0,DSL,0,1,1,0,0,0,Mensal,1,Cheque fisico,54.75,445.85,1.82
3068,0,Masculino,1,1,0,38,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,24.85,955.75,0.83
3069,0,Masculino,0,0,0,68,1,1,Fibra Opica,1,1,1,1,1,1,Anual,1,Cartão de crédito,117.2,8035.95,3.91
3070,1,Feminino,0,0,0,9,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.75,706.6,2.49
3071,1,Masculino,1,0,0,19,1,1,Fibra Opica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,79.85,1471.75,2.66
3072,0,Masculino,0,0,0,9,1,0,DSL,1,0,0,1,0,1,Mensal,0,Cheque fisico,64.95,547.8,2.16
3073,1,Feminino,0,1,0,7,1,0,Fibra Opica,0,0,1,0,1,0,Mensal,1,Cheque eletrônico,86.25,587.1,2.88
3074,1,Masculino,0,1,0,40,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,101.3,4113.1,3.38
3075,1,Masculino,0,1,0,3,1,1,Fibra Opica,0,0,0,1,0,0,Mensal,1,Transferência bancária,79.65,251.75,2.66
3077,0,Masculino,0,0,1,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.85,19.85,0.66
3078,0,Feminino,1,1,1,28,0,0,DSL,0,1,0,0,0,1,Anual,1,Cheque eletrônico,39.1,1096.6,1.3
3079,0,Masculino,0,0,0,7,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.55,521.35,2.32
3080,0,Masculino,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Bienal,1,Transferência bancária,82.3,5980.55,2.74
3081,0,Feminino,0,0,1,7,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.05,96.8,0.67
3082,0,Feminino,0,1,1,65,1,1,DSL,0,1,0,1,1,1,Bienal,1,Transferência bancária,79.4,5071.9,2.65
3083,0,Feminino,1,1,1,56,1,0,DSL,1,0,0,1,1,1,Bienal,1,Cartão de crédito,72.6,4084.35,2.42
3084,0,Masculino,0,1,0,15,1,1,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,103.45,1539.8,3.45
3085,0,Feminino,0,0,0,56,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,19.55,1080.55,0.65
3086,0,Masculino,0,0,0,9,1,1,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,81.15,784.45,2.7
3087,0,Masculino,0,1,0,16,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,75.4,1189.4,2.51
3088,0,Masculino,0,1,1,69,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cartão de crédito,20.55,1403.1,0.68
3089,0,Feminino,0,1,0,68,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,0,Transferência bancária,114.9,7843.55,3.83
3090,0,Masculino,1,1,1,50,1,1,DSL,1,1,1,0,0,1,Bienal,1,Transferência bancária,75.15,3822.45,2.51
3091,1,Masculino,0,1,0,53,1,1,Fibra Opica,1,0,1,0,0,1,Mensal,0,Cheque eletrônico,93.9,5029.2,3.13
3092,0,Masculino,0,0,0,10,0,0,DSL,0,1,0,1,0,0,Mensal,0,Cheque eletrônico,35.75,389.8,1.19
3093,0,Feminino,0,0,1,26,0,0,DSL,0,0,1,0,0,0,Mensal,1,Cheque fisico,29.8,786.5,0.99
3094,0,Feminino,0,0,0,16,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cartão de crédito,19.35,295.55,0.64
3095,0,Feminino,0,1,0,70,0,0,DSL,1,0,1,1,0,1,Bienal,1,Transferência bancária,49.85,3370.2,1.66
3096,0,Masculino,0,1,0,72,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,25.4,1710.9,0.85
3097,1,Feminino,0,0,0,12,1,0,Fibra Opica,1,0,0,1,1,1,Mensal,1,Transferência bancária,98.9,1120.95,3.3
3098,0,Masculino,0,0,1,17,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque fisico,50.3,846.8,1.68
3099,1,Masculino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,50.75,50.75,1.69
3100,0,Feminino,0,0,0,10,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cheque fisico,19.8,198.25,0.66
3101,0,Masculino,0,0,0,7,1,0,DSL,0,0,0,0,1,0,Mensal,0,Cheque fisico,54.85,370.4,1.83
3102,1,Masculino,0,1,1,68,1,1,DSL,0,1,1,1,0,1,Anual,1,Transferência bancária,75.8,5293.95,2.53
3103,0,Masculino,0,1,1,13,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.0,218.55,0.67
3104,0,Feminino,1,1,0,70,1,1,Fibra Opica,0,1,0,1,1,1,Anual,1,Transferência bancária,105.55,7195.35,3.52
3105,1,Masculino,0,1,1,7,0,0,DSL,1,0,0,1,0,0,Mensal,1,Cheque eletrônico,34.5,279.25,1.15
3106,0,Feminino,0,0,0,5,1,0,DSL,1,0,1,0,0,0,Mensal,0,Cartão de crédito,55.8,300.4,1.86
3107,0,Feminino,0,1,1,10,1,0,DSL,0,1,1,0,0,0,Mensal,1,Cheque fisico,55.55,551.3,1.85
3108,1,Masculino,1,0,0,19,1,1,Fibra Opica,1,0,0,0,1,0,Mensal,1,Cheque eletrônico,90.6,1660,3.02
3109,0,Feminino,0,0,0,39,1,0,DSL,0,0,0,1,0,1,Anual,0,Cheque eletrônico,59.3,2209.15,1.98
3110,0,Masculino,0,0,0,20,1,0,Fibra Opica,1,1,1,1,1,1,Mensal,1,Transferência bancária,108.2,2203.7,3.61
3111,0,Masculino,1,1,1,20,1,0,Fibra Opica,1,0,1,1,0,1,Anual,0,Cartão de crédito,94.3,1818.3,3.14
3112,0,Masculino,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Bienal,1,Cartão de crédito,64.95,4546,2.16
3113,0,Feminino,0,0,0,62,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cartão de crédito,25.8,1563.95,0.86
3114,0,Feminino,0,0,1,24,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.75,498.1,0.66
3115,0,Masculino,0,1,0,21,1,0,DSL,0,0,0,0,1,0,Mensal,0,Transferência bancária,54.6,1125.2,1.82
3116,1,Feminino,1,0,0,2,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,70.65,142.35,2.36
3117,0,Feminino,0,1,1,48,1,0,DSL,1,0,1,1,1,0,Anual,0,Transferência bancária,69.7,3023.65,2.32
3118,0,Masculino,0,0,0,7,1,0,Fibra Opica,1,0,0,0,0,0,Mensal,0,Cheque fisico,74.35,533.6,2.48
3119,1,Masculino,0,0,0,1,1,1,DSL,0,0,1,0,0,0,Mensal,0,Cheque eletrônico,54.35,54.35,1.81
3120,0,Feminino,0,1,0,53,1,1,Fibra Opica,0,1,1,1,1,1,Anual,1,Transferência bancária,108.95,5718.2,3.63
3121,1,Feminino,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Mensal,1,Cartão de crédito,55.0,55,1.83
3122,0,Feminino,0,1,1,27,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque fisico,49.85,1336.15,1.66
3123,0,Feminino,0,1,1,56,1,0,Fibra Opica,0,0,0,0,1,1,Anual,0,Transferência bancária,88.9,4968,2.96
3124,1,Masculino,0,1,1,67,1,1,DSL,1,0,1,0,1,1,Bienal,1,Cheque eletrônico,79.7,5293.4,2.66
3125,0,Feminino,0,0,0,17,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cartão de crédito,20.05,337.9,0.67
3126,0,Masculino,0,0,0,18,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Transferência bancária,75.6,1395.05,2.52
3127,0,Masculino,1,0,0,37,0,0,DSL,0,1,1,0,0,0,Mensal,0,Cheque eletrônico,36.65,1315,1.22
3128,1,Feminino,0,0,0,41,1,1,Fibra Opica,1,1,1,1,1,1,Mensal,1,Transferência bancária,114.5,4527.45,3.82
3129,0,Masculino,0,0,0,48,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,20.15,982.95,0.67
3130,1,Masculino,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,44.4,44.4,1.48
3131,0,Masculino,0,1,0,8,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,19.55,161.15,0.65
3132,0,Feminino,0,0,0,50,1,0,Fibra Opica,0,1,0,1,1,1,Bienal,1,Cheque fisico,100.2,5038.45,3.34
3133,0,Feminino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque fisico,24.9,24.9,0.83
3135,1,Masculino,1,0,0,6,1,0,Fibra Opica,1,0,0,0,1,0,Mensal,1,Transferência bancária,85.15,503.6,2.84
3136,0,Masculino,0,0,0,56,1,0,DSL,0,1,0,1,1,1,Anual,1,Transferência bancária,75.75,4284.65,2.52
3137,1,Feminino,0,1,1,14,1,1,Fibra Opica,0,1,0,0,0,1,Mensal,1,Transferência bancária,90.9,1259,3.03
3138,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,44.75,44.75,1.49
3139,0,Masculino,0,0,0,34,1,1,Fibra Opica,1,1,1,1,1,1,Anual,0,Cartão de crédito,116.25,3899.05,3.88
3140,0,Masculino,0,1,1,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Cartão de crédito,114.05,8468.2,3.8
3141,0,Masculino,0,1,1,32,1,0,Fibra Opica,1,1,0,0,0,1,Anual,1,Cheque eletrônico,90.8,3023.85,3.03
3142,0,Masculino,0,0,0,17,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cheque fisico,20.5,365.8,0.68
3143,0,Masculino,0,1,1,68,1,0,Fibra Opica,1,1,1,0,1,1,Bienal,1,Transferência bancária,105.25,7173.15,3.51
3144,0,Feminino,0,0,0,47,1,1,DSL,1,0,1,1,0,0,Bienal,1,Cheque fisico,65.0,2879.9,2.17
3145,1,Feminino,1,0,0,16,1,0,Fibra Opica,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,94.45,1511.2,3.15
3146,0,Masculino,0,1,1,44,1,0,DSL,0,1,0,1,0,0,Mensal,1,Transferência bancária,54.9,2549.1,1.83
3147,0,Feminino,0,1,0,72,1,1,Fibra Opica,1,0,1,0,1,1,Bienal,1,Cheque eletrônico,105.5,7544,3.52
3148,1,Masculino,0,1,0,3,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cartão de crédito,20.55,51.15,0.68
3149,0,Masculino,0,0,0,22,1,0,Fibra Opica,0,1,1,1,0,1,Mensal,1,Transferência bancária,94.95,2142.8,3.16
3150,1,Masculino,0,0,0,23,1,1,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque fisico,104.05,2470.1,3.47
3151,0,Masculino,0,1,1,70,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,0,Cartão de crédito,114.75,7842.3,3.82
3152,0,Feminino,0,0,0,3,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.25,71.2,0.68
3153,0,Masculino,0,0,0,44,1,0,Fibra Opica,1,1,1,0,1,1,Anual,1,Cheque eletrônico,106.05,4510.8,3.53
3154,0,Masculino,1,0,0,5,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,85.55,408.5,2.85
3155,0,Masculino,0,0,0,4,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,19.85,63,0.66
3156,0,Feminino,0,0,0,4,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.15,84.5,0.67
3157,1,Feminino,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Mensal,1,Cheque eletrônico,63.6,155.65,2.12
3158,0,Masculino,0,0,0,54,1,0,Fibra Opica,1,0,1,0,1,0,Mensal,0,Cheque fisico,89.8,4667,2.99
3159,0,Masculino,0,0,0,14,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cartão de crédito,24.8,321.7,0.83
3160,1,Feminino,0,0,0,25,1,0,DSL,1,1,1,1,1,0,Anual,0,Cheque fisico,74.3,1863.8,2.48
3161,1,Feminino,1,0,0,27,1,1,Fibra Opica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,78.05,2135.5,2.6
3162,1,Feminino,0,0,0,1,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,74.5,74.5,2.48
3163,0,Feminino,1,1,0,12,1,0,DSL,1,0,1,1,1,1,Anual,1,Cheque eletrônico,79.2,943.85,2.64
3164,0,Masculino,0,1,1,13,1,0,DSL,0,1,1,1,0,0,Mensal,0,Transferência bancária,61.8,750.1,2.06
3165,0,Masculino,0,1,1,69,1,1,Fibra Opica,0,0,0,1,1,1,Bienal,1,Cheque eletrônico,99.35,6856.45,3.31
3166,0,Feminino,0,0,1,35,1,1,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,50.15,1655.35,1.67
3167,0,Masculino,0,1,1,64,1,1,Fibra Opica,0,0,1,0,0,1,Anual,0,Cartão de crédito,90.25,5629.15,3.01
3168,1,Feminino,0,1,0,21,1,1,Fibra Opica,1,0,1,0,1,1,Mensal,1,Transferência bancária,104.4,2200.25,3.48
3169,1,Masculino,1,0,0,2,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,93.85,196.75,3.13
3170,0,Feminino,0,0,0,20,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cartão de crédito,19.35,433.75,0.64
3171,0,Masculino,0,0,0,26,1,0,DSL,0,0,0,1,0,0,Mensal,0,Transferência bancária,49.15,1237.3,1.64
3172,1,Masculino,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Mensal,1,Cheque fisico,36.85,108.7,1.23
3173,0,Feminino,0,0,1,4,1,1,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,25.45,84.2,0.85
3174,0,Feminino,0,1,1,7,1,0,DSL,1,1,1,1,1,0,Mensal,1,Cheque eletrônico,75.7,554.05,2.52
3175,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,44.65,74.9,1.49
3176,1,Masculino,1,1,0,46,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,101.0,4680.05,3.37
3178,1,Feminino,0,1,1,5,1,0,Fibra Opica,0,0,0,1,1,0,Mensal,1,Cheque eletrônico,85.75,470.95,2.86
3179,0,Feminino,0,0,0,10,0,0,DSL,0,1,0,1,0,0,Mensal,0,Cheque eletrônico,36.25,374,1.21
3180,1,Feminino,1,0,0,13,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,74.3,940.35,2.48
3181,0,Feminino,0,1,0,71,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,24.75,1836.9,0.82
3182,0,Feminino,0,0,0,42,1,1,DSL,1,1,0,0,0,0,Anual,1,Transferência bancária,60.15,2421.6,2.0
3183,0,Masculino,0,0,0,9,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cartão de crédito,99.3,918.75,3.31
3184,1,Masculino,0,1,0,61,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,105.55,6281.45,3.52
3185,0,Masculino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cartão de crédito,71.3,157.75,2.38
3186,0,Masculino,0,1,1,60,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,0,Transferência bancária,74.35,4453.3,2.48
3187,0,Feminino,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Mensal,1,Cartão de crédito,50.65,1905.4,1.69
3188,0,Masculino,0,1,1,15,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cheque fisico,19.5,239.75,0.65
3189,0,Masculino,0,0,0,7,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,43.9,278.4,1.46
3190,0,Feminino,0,0,0,15,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.6,331.6,0.65
3191,0,Feminino,0,1,0,61,1,1,Fibra Opica,0,0,0,1,1,1,Anual,0,Transferência bancária,101.15,6383.9,3.37
3192,0,Feminino,0,1,1,19,1,0,DSL,0,0,1,0,0,0,Mensal,1,Transferência bancária,49.6,962.9,1.65
3193,0,Masculino,0,0,0,59,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,25.0,1510.5,0.83
3194,0,Masculino,0,0,1,30,0,0,DSL,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,44.5,1307.8,1.48
3195,0,Masculino,1,1,0,62,1,1,Fibra Opica,0,1,0,0,0,1,Mensal,1,Transferência bancária,89.8,5629.55,2.99
3196,1,Masculino,0,1,1,2,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.85,35.9,0.66
3197,0,Feminino,0,0,0,18,1,0,Fibra Opica,0,1,1,0,0,0,Mensal,0,Cheque eletrônico,77.8,1358.6,2.59
3198,0,Feminino,1,1,0,20,1,0,DSL,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,60.0,1259.35,2.0
3200,0,Masculino,0,0,1,5,1,0,DSL,0,0,0,1,0,0,Mensal,1,Transferência bancária,48.65,235.2,1.62
3201,1,Feminino,0,1,0,42,1,1,Fibra Opica,0,0,1,1,0,0,Mensal,1,Cheque eletrônico,84.3,3588.4,2.81
3204,0,Feminino,0,1,1,52,1,1,Fibra Opica,1,1,1,0,0,1,Mensal,0,Transferência bancária,98.15,4993.4,3.27
3205,0,Masculino,0,1,1,45,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque eletrônico,19.2,903.7,0.64
3206,0,Masculino,1,1,0,69,1,1,Fibra Opica,1,0,1,1,1,1,Anual,1,Cheque fisico,110.55,7610.1,3.68
3208,0,Feminino,0,0,0,36,1,1,Fibra Opica,0,1,1,0,1,1,Anual,1,Transferência bancária,104.8,3886.45,3.49
3209,0,Feminino,1,0,0,8,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,1,Transferência bancária,74.05,600.15,2.47
3210,0,Feminino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.7,135.2,2.32
3211,0,Masculino,0,0,0,5,1,0,DSL,0,0,1,1,0,0,Mensal,0,Cheque eletrônico,56.15,291.45,1.87
3212,1,Feminino,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,55.3,196.15,1.84
3213,1,Feminino,0,1,0,52,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,105.05,5624.85,3.5
3214,0,Masculino,0,0,0,13,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,20.4,251.65,0.68
3215,0,Feminino,0,1,1,38,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cartão de crédito,19.6,763.1,0.65
3216,0,Feminino,0,0,0,61,1,1,Fibra Opica,0,1,1,0,1,1,Anual,1,Cheque eletrônico,103.95,6423,3.47
3217,1,Masculino,0,0,0,16,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Transferência bancária,20.25,327.45,0.68
3218,1,Feminino,0,1,1,35,1,1,DSL,1,0,1,1,1,0,Mensal,0,Cheque eletrônico,72.25,2568.55,2.41
3219,0,Feminino,0,0,1,18,1,1,DSL,1,0,0,0,0,0,Mensal,0,Cheque fisico,57.65,992.7,1.92
3221,0,Masculino,0,1,1,23,1,1,DSL,0,1,0,1,0,0,Bienal,0,Cheque fisico,59.7,1414.2,1.99
3222,1,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Transferência bancária,69.7,69.7,2.32
3223,0,Feminino,1,0,0,46,1,1,DSL,0,0,1,1,0,1,Anual,1,Cartão de crédito,69.1,3255.35,2.3
3224,0,Masculino,0,0,0,26,0,0,DSL,0,0,1,1,0,0,Mensal,0,Cheque eletrônico,35.75,1022.5,1.19
3225,1,Masculino,0,0,0,11,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,74.95,815.5,2.5
3226,0,Feminino,0,1,1,35,1,1,DSL,1,1,0,0,0,0,Mensal,1,Cartão de crédito,59.45,2136.9,1.98
3227,1,Feminino,1,0,0,6,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,0,Cheque eletrônico,74.4,434.1,2.48
3228,0,Masculino,0,1,0,31,1,0,DSL,1,1,1,1,0,1,Anual,1,Cartão de crédito,75.5,2424.45,2.52
3229,1,Masculino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.8,69.8,2.33
3230,1,Feminino,1,0,0,38,1,0,DSL,1,1,0,0,0,0,Mensal,1,Cartão de crédito,57.15,2250.65,1.9
3231,1,Feminino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,0,Transferência bancária,70.0,153.05,2.33
3232,0,Feminino,1,1,0,71,1,1,Fibra Opica,1,0,0,0,0,0,Bienal,1,Cartão de crédito,80.7,5676,2.69
3233,1,Feminino,1,0,0,16,1,1,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,84.75,1350.15,2.82
3234,0,Masculino,0,1,1,42,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.25,854.9,0.68
3235,0,Masculino,0,0,0,56,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,25.95,1444.05,0.86
3236,0,Feminino,0,1,0,18,1,1,Fibra Opica,0,0,0,1,1,0,Mensal,1,Cheque eletrônico,88.85,1594.75,2.96
3237,0,Feminino,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,54.8,731.3,1.83
3238,0,Masculino,0,1,0,42,1,1,DSL,1,0,0,1,1,1,Anual,0,Cartão de crédito,80.45,3375.9,2.68
3239,1,Feminino,0,1,0,59,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,0,Cheque eletrônico,101.1,6039.9,3.37
3240,0,Masculino,0,0,0,26,0,0,DSL,1,1,0,0,0,1,Mensal,1,Transferência bancária,44.65,1156.55,1.49
3241,0,Masculino,0,0,1,54,1,0,Fibra Opica,1,1,0,1,1,1,Anual,1,Cheque eletrônico,105.85,5826.65,3.53
3242,0,Masculino,0,0,0,40,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Cheque fisico,24.6,973.95,0.82
3243,0,Masculino,0,1,1,8,1,1,DSL,1,1,0,1,0,1,Bienal,1,Cartão de crédito,76.15,645.8,2.54
3244,0,Feminino,1,1,0,25,1,0,Fibra Opica,0,1,1,0,0,1,Mensal,0,Transferência bancária,88.4,2191.15,2.95
3245,1,Feminino,0,0,0,2,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,80.2,146.05,2.67
3246,0,Feminino,0,1,1,42,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cheque eletrônico,19.05,761.85,0.64
3247,0,Feminino,0,1,1,51,1,1,Fibra Opica,1,0,0,1,1,0,Anual,1,Cheque fisico,95.15,5000.05,3.17
3248,0,Feminino,0,1,1,58,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,25.15,1509.9,0.84
3250,0,Masculino,0,1,0,12,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,1,Cartão de crédito,85.05,999.8,2.84
3251,0,Feminino,0,1,1,9,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.25,172.35,0.68
3252,0,Feminino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,45.55,84.4,1.52
3253,0,Feminino,0,1,1,46,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,24.95,1165.9,0.83
3254,1,Masculino,0,0,0,7,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,19.25,112.3,0.64
3255,0,Masculino,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Anual,1,Cheque fisico,43.45,345.5,1.45
3256,0,Feminino,0,0,0,16,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cartão de crédito,74.75,1129.35,2.49
3257,0,Masculino,0,1,1,55,1,0,DSL,1,0,0,0,0,1,Anual,0,Cartão de crédito,59.45,3157,1.98
3258,1,Feminino,0,0,0,10,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Transferência bancária,80.05,830.7,2.67
